Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
1.12, -5.09, 19.44, -0.74, 0.28, 9.82
-0.63, -2.90, 17.77, -0.58, 0.40, 9.86
-1.21, 0.70, 16.60, -0.61, 0.35, 9.86
-1.14, 3.74, 15.53, -0.73, -0.15, 10.60
-1.25, 4.59, 14.26, -0.94, -0.67, 11.39
-1.40, 3.18, 12.86, -0.96, -0.71, 11.19
-1.82, 0.71, 11.46, -0.63, -0.59, 10.86
-2.74, -0.98, 11.02, 0.04, -0.49, 9.75
-3.54, -0.11, 11.18, -0.39, -0.16, 10.12
-5.71, -1.29, 10.99, -0.55, -0.12, 9.93
-7.27, -2.73, 10.71, -0.57, -0.11, 9.70
-8.16, -4.97, 11.30, -0.24, -0.42, 9.88
-8.52, -6.94, 11.73, 0.22, -0.98, 10.03
-8.51, -12.02, 12.63, 0.52, -2.21, 9.74
-7.07, -16.30, 12.76, 0.70, -2.00, 9.85
-5.51, -20.39, 12.02, 1.20, -2.14, 9.57
-2.95, -20.46, 10.58, 1.56, -2.40, 7.76
1.40, -13.31, 8.79, 1.68, -2.44, 6.13
6.61, -1.95, 6.52, 1.79, -2.19, 5.98
11.56, 10.26, 4.15, 0.79, -1.66, 6.55
15.69, 20.35, 1.43, -0.02, -1.20, 7.75
18.50, 25.79, -0.69, -0.34, -0.49, 8.69
19.77, 26.75, -1.30, -0.85, -0.05, 9.24
21.44, 25.56, -1.96, -1.51, 0.37, 9.78
21.70, 22.93, -2.19, -1.82, 0.54, 10.30
20.96, 18.69, -1.53, -1.54, 0.78, 10.41
19.22, 14.02, 0.28, -1.52, 0.87, 11.06
16.32, 7.70, 2.65, -1.33, 0.77, 11.67
13.24, -1.04, 4.91, -1.24, 0.60, 12.70
9.84, -12.03, 6.65, -1.39, 0.61, 12.55
6.74, -21.07, 7.28, -1.40, 0.84, 12.71
3.65, -27.73, 6.87, -1.13, 1.14, 12.48
2.24, -29.94, 6.60, -0.71, 1.08, 11.83
0.75, -30.59, 6.28, 0.08, 0.79, 10.73
-0.19, -27.27, 6.32, 0.24, 0.63, 10.82
-1.03, -20.83, 5.80, 0.02, 0.68, 10.39
-1.10, -10.26, 4.72, 0.01, 0.37, 9.98
-0.92, 0.24, 3.10, -0.13, 0.13, 11.63
-1.98, 5.04, 1.52, -0.37, 0.36, 11.87
-2.59, 5.37, 0.26, -0.61, 0.85, 11.84
-3.90, 2.20, -0.15, -0.40, 1.69, 11.52
-5.19, -0.22, 0.63, 0.42, 2.03, 10.36
-6.19, -1.75, 2.55, 1.18, 1.29, 10.41
-8.19, -4.71, 4.56, 1.15, 0.83, 10.62
-10.80, -8.44, 5.42, 1.24, 0.98, 10.64
-13.20, -11.22, 5.49, 1.33, 0.36, 9.40
-14.00, -11.38, 5.21, 1.46, 0.16, 8.59
-14.56, -8.34, 4.89, 1.82, 0.16, 8.00
-14.35, -4.19, 4.90, 2.19, 0.13, 7.67
-13.33, 0.83, 4.75, 1.83, -0.10, 7.44
-11.29, 5.26, 4.04, 1.11, -0.47, 7.86
-9.12, 8.12, 2.67, 0.94, -0.44, 7.54
-6.68, 10.59, 2.37, 1.15, -0.25, 7.61
-4.30, 12.65, 3.49, 0.83, 0.17, 8.71
-2.80, 12.96, 5.06, 0.30, 0.19, 8.44
-1.88, 13.10, 6.06, -0.48, -0.32, 9.43
-2.37, 11.20, 6.25, -0.58, -0.45, 10.19
-3.68, 8.13, 6.45, -0.98, -0.55, 10.25
-5.28, 3.10, 6.17, -0.34, -0.30, 10.61
-6.32, -2.59, 6.36, 0.19, -1.06, 10.23
-6.45, -4.90, 6.59, -0.02, -1.36, 10.55
-6.76, -9.89, 6.78, 0.55, -1.32, 10.37
-6.58, -12.65, 6.97, 0.86, -1.38, 10.07
-5.78, -10.48, 7.09, 1.18, -1.39, 8.73
-3.38, -2.88, 7.64, 1.69, -0.95, 8.34
-0.14, 5.58, 8.10, 1.04, -1.04, 8.58
3.32, 12.72, 7.46, 0.12, -1.13, 9.05
7.06, 16.39, 5.84, -0.42, -1.41, 9.65
10.23, 16.17, 4.14, -0.38, -1.54, 10.60
11.64, 13.18, 3.56, -0.26, -1.03, 9.99
12.57, 10.83, 4.05, 0.11, -0.62, 9.32
12.84, 9.60, 5.78, 0.37, -0.18, 9.18
12.10, 8.93, 7.60, -0.09, 0.39, 9.21
10.89, 7.69, 8.96, -0.29, 0.41, 9.03
9.22, 5.49, 9.10, -0.13, -0.60, 9.03
8.37, 4.34, 8.80, -0.25, -0.88, 9.22
5.91, 1.47, 7.23, -1.05, -0.74, 10.11
2.82, -1.28, 4.12, -1.38, -0.60, 9.50
0.89, -1.86, 0.95, -0.37, -0.67, 9.29
-0.31, -1.30, -0.62, -0.52, -0.80, 9.20
-0.68, -1.17, -0.56, -0.29, -0.48, 8.56
0.69, 0.67, 0.62, -0.62, 0.02, 9.86
2.49, 0.77, 2.37, -0.78, -0.07, 10.67
4.82, -1.30, 4.14, -0.57, -0.21, 10.75
7.96, -4.72, 5.12, -0.89, 0.22, 10.84
10.37, -6.34, 5.28, -0.98, 0.27, 11.12
11.58, -6.03, 4.75, -1.02, 0.67, 11.14
11.95, -4.65, 3.91, -1.12, 0.69, 11.01
11.31, -2.83, 2.75, -1.08, 0.56, 11.13
9.77, -1.50, 1.91, -0.78, 0.42, 11.63
8.51, -1.69, 1.48, -0.48, 0.17, 12.02
5.46, -3.39, 0.85, 0.30, -0.19, 11.36
2.82, -4.91, 0.56, -0.30, 0.61, 11.47
-0.08, -7.26, -0.30, 0.27, 0.97, 9.95
-1.82, -5.74, 0.05, 0.80, 0.92, 8.73
-2.64, -1.24, 1.49, 0.58, 1.13, 9.28
-3.88, 1.20, 3.24, 0.50, 1.22, 9.60
-4.68, 2.04, 4.42, -0.43, 1.32, 10.12
-5.03, -0.60, 4.32, -0.39, 1.24, 10.12
-4.71, -4.17, 4.07, 0.00, 1.26, 10.26
-4.39, -7.49, 4.07, 0.30, 1.10, 9.39
-3.99, -8.95, 4.13, 0.61, 1.05, 9.66
-3.91, -8.89, 4.57, 0.54, 1.04, 10.20
-4.11, -7.49, 5.94, 0.89, 0.86, 9.96
-4.26, -5.94, 8.54, 1.15, 0.54, 10.35
-4.30, -5.65, 9.96, 1.13, 0.37, 10.29
-4.33, -5.36, 11.86, 0.49, -0.45, 10.69
-4.26, -7.06, 11.89, 0.16, -0.36, 10.85
-4.11, -9.42, 10.41, -0.23, -0.20, 10.27
-4.00, -10.69, 8.07, 0.52, -0.51, 9.14
-2.84, -8.37, 6.77, 0.95, -0.83, 8.82
-1.83, -4.45, 6.67, 0.97, -1.12, 8.08
-0.85, 0.25, 7.23, 1.17, -1.44, 9.21
-0.13, 3.12, 8.15, 0.66, -1.21, 9.05
1.40, 3.77, 8.41, 0.17, -0.23, 9.42
3.39, 1.48, 8.09, 0.08, -0.01, 9.13
4.75, 0.18, 7.85, 0.25, 0.15, 8.12
5.81, 1.68, 7.48, 0.23, -0.02, 8.35
5.41, 3.37, 7.20, -0.02, -0.93, 9.04
4.62, 3.95, 6.94, -0.24, -1.01, 9.42
2.33, 3.63, 6.19, -0.27, -0.72, 10.00
0.24, 1.01, 5.62, -0.34, -1.44, 10.49
-0.67, -3.52, 4.84, -0.91, -0.31, 10.32
-0.92, -6.83, 3.46, -1.62, 0.27, 10.78
-0.76, -8.63, 1.77, -0.74, -0.19, 9.52
0.73, -6.42, 1.37, -0.55, -0.17, 9.24
1.61, -4.30, 1.54, -0.28, -0.86, 9.30
2.40, -1.37, 2.17, -0.59, -0.98, 9.78
2.75, -0.63, 1.98, -1.14, -0.60, 9.78
2.83, -1.98, 1.21, -0.36, -0.79, 10.17
2.56, -2.86, 0.62, -0.73, -0.53, 9.83
2.33, -3.30, -0.70, -0.73, 0.17, 9.83
1.63, -3.17, -2.01, -0.19, 0.32, 8.94
1.21, -0.16, -3.02, -0.25, 0.40, 9.47
0.92, 1.44, -3.49, -0.32, 0.51, 10.15
-0.05, 2.15, -3.97, -0.23, 0.67, 10.35
-0.30, 0.77, -3.44, 0.14, 0.78, 10.87
-0.56, -2.56, -1.69, 0.64, 0.64, 11.64
-0.47, -7.21, 0.37, 0.54, 0.59, 11.48
-0.15, -10.96, 2.02, 0.25, 0.22, 10.60
-0.16, -11.42, 2.41, 0.45, -0.17, 10.55
-0.19, -9.06, 2.27, 0.42, -0.58, 10.10
0.10, -7.74, 1.53, 0.37, -0.55, 10.11
-0.16, -7.53, 0.76, 1.34, 0.07, 9.34
-0.14, -4.15, 0.78, 1.34, 0.49, 9.04
-0.37, -0.38, 0.85, 1.11, 0.68, 9.19
-1.34, 2.12, 0.47, 1.28, 0.71, 8.98
-2.27, 4.81, 0.28, 1.51, 0.51, 9.28
-3.63, 5.90, 0.18, 1.97, 0.46, 9.55
-4.25, 5.98, 0.22, 2.22, 0.21, 9.07
-4.88, 7.60, 0.71, 2.25, 0.04, 9.17
-5.52, 10.22, 1.14, 1.74, 0.15, 8.84
-5.79, 14.05, 0.40, 0.79, -0.23, 9.14
-6.00, 17.62, -1.14, 0.19, 0.43, 10.01
-6.01, 17.81, -2.80, -0.20, 0.39, 9.97
-5.62, 17.17, -3.69, -0.57, 0.30, 10.40
-5.47, 15.59, -3.40, -0.77, 0.71, 10.71
-5.47, 13.17, -1.81, -0.79, 0.77, 10.65
-4.94, 9.93, 0.99, -0.57, 0.48, 10.57
-4.19, 4.68, 4.84, 0.22, 0.39, 11.10
-3.97, -3.46, 9.55, 0.55, -0.01, 9.61
-3.21, -8.20, 13.98, 0.46, -0.39, 9.23
-3.20, -9.35, 15.82, 0.59, -0.20, 9.63
-3.89, -11.22, 18.42, 1.10, 0.16, 9.24
-4.62, -11.68, 19.97, 0.75, -0.10, 9.08
-5.44, -10.15, 19.97, 0.28, -0.26, 8.28
-6.02, -4.71, 18.23, -0.38, -0.17, 8.64
-6.89, 1.85, 15.28, -0.37, -0.19, 8.86
-7.32, 7.74, 12.61, -0.14, -0.23, 8.53
-7.48, 12.97, 11.28, -0.27, 0.03, 9.86
-7.73, 14.41, 11.14, -0.01, -0.09, 10.32
-6.82, 12.00, 12.12, -0.01, -0.15, 11.10
-5.10, 6.13, 13.69, -0.49, 0.60, 11.08
-3.65, 1.16, 15.49, -1.05, 0.82, 10.45
-2.86, -0.44, 16.46, -0.76, 0.51, 9.82
-0.71, -1.90, 19.09, 0.08, -0.04, 10.35
0.56, -4.85, 21.74, -0.16, -0.47, 10.21
1.31, -7.90, 22.80, -0.19, -0.92, 10.31
1.86, -10.22, 22.53, 0.09, -0.85, 10.30
1.72, -11.35, 21.57, -0.04, -0.33, 9.15
2.36, -8.56, 19.68, 0.14, 0.24, 8.21
3.27, -2.56, 17.88, 0.54, 0.25, 8.62
3.52, 1.74, 16.94, 1.07, 0.22, 8.98
3.83, 3.82, 16.71, 1.48, -0.08, 8.86
4.32, 5.95, 17.00, 1.22, -0.14, 9.45
4.32, 7.83, 17.16, 0.65, -0.03, 9.84
3.61, 8.73, 17.08, 0.26, 0.51, 10.09
3.19, 9.08, 17.18, 0.05, 0.66, 10.01
2.17, 9.60, 17.77, -0.01, 0.66, 10.15
1.11, 8.51, 18.95, -0.07, 1.13, 10.32
0.16, 5.86, 21.00, -0.67, 1.63, 10.86
-1.13, 2.69, 23.15, -1.34, 1.31, 11.29
-2.44, -0.76, 25.21, -0.95, 0.68, 11.72
-4.61, -7.35, 27.41, -0.26, 0.78, 12.12
-6.91, -13.02, 28.95, -0.59, 0.84, 11.79
-9.28, -15.88, 29.04, -0.39, 1.12, 10.35
-11.21, -14.59, 28.58, -0.33, 0.94, 10.59
-12.29, -13.89, 28.08, -0.23, 0.74, 11.10
-14.95, -12.51, 26.92, 0.41, 0.62, 10.11
-16.34, -9.16, 26.44, 1.34, 0.35, 9.05
-16.37, -4.49, 26.57, 1.84, -0.10, 8.68
-15.62, -0.12, 26.75, 1.48, -1.15, 10.22
-14.41, 0.67, 26.18, 1.23, -1.97, 9.80
-11.51, 0.98, 24.39, 0.51, -2.65, 8.62
-6.88, 3.86, 22.09, -0.03, -2.40, 8.58
-2.22, 6.26, 20.04, 0.27, -1.84, 8.54
2.22, 6.10, 18.88, 0.55, -1.30, 8.00
6.07, 5.55, 18.71, 0.76, -0.95, 7.56
7.66, 5.65, 18.92, 0.78, -0.64, 8.11
9.59, 5.33, 19.81, 0.47, 0.25, 9.41
9.88, 3.71, 21.16, 0.14, 0.33, 8.56
10.66, 3.97, 22.81, 0.02, 0.73, 8.79
10.60, 5.36, 24.99, -0.53, 1.06, 9.64
9.21, 5.74, 27.43, -0.55, 1.46, 10.04
7.36, 3.97, 30.40, -0.26, 1.31, 10.40
5.55, -0.56, 33.18, 0.13, 0.36, 10.28
3.36, -6.56, 35.06, -0.07, -0.45, 11.05
0.76, -13.85, 35.63, -0.07, -0.02, 11.15
-1.33, -19.83, 35.40, -0.13, 0.44, 10.49
-2.17, -21.66, 35.08, -0.11, 0.46, 10.02
-2.40, -21.26, 34.04, 0.43, 0.34, 9.66
-2.56, -16.79, 33.30, 1.04, 0.49, 9.66
-2.71, -9.19, 33.33, 1.12, 0.72, 9.06
-1.99, -0.28, 32.78, 1.21, 0.51, 9.77
-0.75, 5.68, 31.61, 0.85, -0.14, 10.45
0.14, 7.75, 30.11, 0.25, 0.06, 11.50
-0.13, 8.01, 29.25, 0.50, 1.13, 10.50
-0.02, 9.32, 29.46, 0.91, 1.58, 10.91
-1.38, 8.56, 30.49, 1.71, 0.41, 11.65
-3.62, 7.11, 31.64, 0.98, -0.14, 11.68
-6.15, 5.74, 31.90, 0.13, 0.03, 10.31
-8.25, 7.51, 31.32, -0.31, 0.47, 10.90
-9.72, 9.45, 30.84, -0.67, 1.13, 10.43
-10.84, 8.92, 30.53, -0.73, 1.00, 10.61
-11.63, 8.01, 30.50, -0.45, 0.97, 10.06
-12.51, 7.77, 31.23, -0.54, 0.86, 9.62
-13.58, 6.00, 32.42, -0.41, 0.21, 9.08
-14.74, 2.82, 34.23, 0.38, 0.29, 9.53
-15.72, -1.91, 36.07, 0.23, 0.51, 9.91
-16.56, -7.13, 36.68, -0.56, 0.30, 9.79
-16.58, -11.43, 36.06, -0.00, -0.10, 8.99
-16.05, -13.65, 35.26, 0.94, -0.89, 9.02
-14.94, -13.99, 34.63, 1.61, -1.28, 8.30
-13.15, -11.94, 33.87, 1.78, -1.34, 7.45
-10.30, -5.34, 33.09, 1.63, -1.31, 6.09
-5.78, 5.58, 31.99, 0.99, -1.13, 7.03
-0.99, 13.79, 30.83, 0.49, -1.01, 7.74
2.77, 17.86, 30.13, 0.18, -0.84, 8.70
6.46, 18.16, 30.33, -0.17, -0.67, 9.48
7.88, 16.91, 30.66, -0.46, -0.44, 9.82
9.49, 12.35, 31.69, -0.59, -0.01, 9.89
10.95, 6.16, 33.75, 0.11, -0.18, 9.44
11.86, 1.23, 36.98, 0.57, -0.36, 9.95
10.83, -2.14, 40.28, 0.16, 0.32, 11.59
7.82, -6.05, 42.58, -0.59, 1.09, 10.85
5.53, -7.81, 42.98, -1.20, 1.10, 10.50
3.24, -9.12, 42.11, -0.91, 0.28, 11.17
0.43, -11.47, 41.17, 0.26, -1.03, 10.82
-0.94, -13.87, 40.57, 0.01, -1.02, 11.60
-2.02, -18.70, 39.25, -0.24, -1.27, 11.34
-2.05, -19.28, 37.09, -0.64, -1.25, 9.23
-0.48, -12.63, 34.97, 0.40, -0.94, 8.61
1.40, -3.86, 34.37, 1.36, -0.73, 8.02
3.47, 4.71, 34.61, 0.32, -0.71, 8.17
4.62, 7.32, 34.38, 0.00, -0.73, 8.67
6.16, 8.38, 33.38, -0.05, -1.39, 9.45
8.30, 4.59, 32.64, 0.23, -1.29, 10.37
10.40, 0.44, 32.99, 0.81, 0.16, 9.73
12.12, 1.28, 34.25, 0.22, 0.94, 9.54
13.07, 4.68, 35.24, 0.48, 0.66, 9.35
13.98, 8.29, 35.83, -0.39, 0.39, 10.89
12.75, 6.45, 35.70, -0.57, 0.14, 10.78
11.83, 4.64, 35.35, -1.08, 0.37, 11.04
10.54, 1.23, 35.00, -0.85, 0.90, 10.70
9.23, -1.68, 35.48, -0.25, 1.04, 10.55
7.62, -3.64, 37.26, 0.17, 1.16, 9.74
6.24, -3.88, 39.67, 0.11, 0.83, 10.06
4.14, -5.55, 41.37, -0.36, 0.80, 9.78
2.30, -6.72, 41.63, -0.63, 0.86, 9.85
1.37, -7.21, 41.46, -0.78, 0.71, 10.06
-0.66, -8.78, 40.91, -0.69, 0.69, 9.67
-2.29, -10.64, 40.65, 0.56, 0.66, 10.24
-3.57, -13.17, 41.29, 1.51, 0.24, 9.76
-3.78, -13.92, 42.35, 1.65, 0.18, 9.69
-3.58, -13.05, 43.07, 1.78, 0.05, 9.14
-3.30, -10.07, 43.14, 1.82, -0.68, 8.83
-2.33, -4.94, 42.50, 1.71, -1.10, 8.08
-0.42, 1.91, 41.14, 1.66, -0.55, 8.70
0.52, 7.74, 40.05, 1.56, -0.24, 8.40
1.53, 13.21, 39.53, 1.39, -0.75, 8.10
2.33, 16.26, 39.25, 0.75, -0.61, 8.91
2.13, 16.16, 38.97, 0.33, -0.11, 9.21
1.85, 14.20, 39.47, 0.40, 0.06, 9.22
1.85, 10.44, 40.95, 1.24, 0.41, 9.71
1.53, 7.71, 42.15, 1.59, 0.62, 10.04
-0.10, 3.63, 44.49, 0.75, 0.77, 10.85
-1.71, 1.12, 45.73, 0.75, 0.56, 10.91
-2.46, -2.72, 46.20, 1.54, -0.58, 10.92
-2.03, -8.19, 45.91, 1.36, -0.76, 12.28
-1.91, -12.23, 44.26, 0.44, -0.48, 10.98
-0.62, -6.35, 42.88, 1.22, -0.48, 8.31
2.45, 5.17, 43.76, 1.58, -0.11, 10.54
4.07, 9.94, 45.97, 1.38, 0.37, 8.55
6.84, 13.90, 47.71, -0.15, 0.51, 9.72
7.81, 14.44, 48.00, -0.68, 0.48, 9.77
7.84, 12.93, 47.46, -1.31, 0.34, 10.30
7.44, 10.91, 47.10, -1.36, 0.29, 10.36
6.13, 6.63, 46.48, -0.73, 0.37, 10.12
4.29, 3.30, 47.05, -0.26, 1.03, 9.31
2.59, 1.08, 48.80, 0.69, 0.90, 9.10
1.01, -2.60, 51.13, 2.00, 0.35, 9.21
-0.56, -5.58, 52.97, 0.99, 1.09, 9.68
-2.34, -6.66, 52.57, -0.22, 1.57, 8.70
-2.60, -2.06, 51.09, -0.47, 1.28, 8.31
-2.39, 4.07, 50.22, -0.04, 0.56, 10.04
-2.06, 7.22, 50.43, -0.12, 0.49, 9.97
-0.78, 8.37, 51.43, -0.85, 0.61, 11.07
0.44, 6.84, 52.65, -1.13, 0.61, 11.36
0.74, 5.79, 53.31, -1.09, 0.57, 10.83
1.63, 4.84, 55.01, -0.93, 0.70, 10.55
1.98, 2.06, 57.22, -0.82, 0.63, 11.29
1.56, -4.52, 59.01, -1.31, 0.35, 11.36
0.40, -11.79, 59.15, -1.43, 0.09, 11.48
-1.21, -17.43, 58.47, -0.42, -0.45, 10.96
-2.51, -21.14, 58.29, 1.12, -0.82, 10.67
-3.68, -23.06, 58.46, 1.63, -0.11, 10.97
-5.50, -21.39, 57.72, 1.04, 0.24, 9.44
-6.26, -17.71, 56.82, 0.72, 0.02, 8.24
-5.71, -5.67, 54.23, 0.96, -0.59, 8.30
-4.52, 3.87, 51.66, 1.15, -1.09, 8.93
-3.19, 10.83, 49.86, 0.48, -0.63, 9.24
-1.46, 16.49, 48.76, -0.22, 0.08, 9.57
0.17, 18.86, 48.37, -0.71, 0.77, 9.78
0.99, 18.29, 48.32, -0.74, 1.35, 9.86
1.08, 17.07, 49.57, -0.68, 1.68, 9.57
0.75, 14.30, 52.04, -0.36, 1.67, 10.25
-0.53, 6.75, 54.69, 0.51, 0.15, 10.69
-2.01, -4.39, 57.18, 0.46, -1.09, 11.39
-3.04, -10.54, 57.85, 0.40, -0.87, 11.92
-5.52, -21.40, 58.31, 0.15, 0.22, 11.61
-7.68, -25.54, 58.59, 0.50, 0.43, 9.71
-8.02, -22.82, 58.98, 1.29, 0.75, 8.76
-7.06, -17.21, 60.01, 1.51, 1.60, 8.38
-5.68, -9.54, 61.05, 1.44, 1.63, 8.38
-4.61, 0.30, 61.71, 1.20, 0.63, 8.95
-3.80, 8.79, 62.46, 0.66, 0.47, 9.21
-3.33, 12.08, 62.87, -0.22, 0.83, 10.64
-3.01, 7.99, 62.49, -0.06, 0.69, 11.06
-2.28, -0.31, 62.13, 0.29, -0.13, 11.15
-1.60, -8.93, 62.19, 0.80, -0.31, 10.98
-1.63, -13.46, 63.41, 1.74, 0.13, 9.00
-1.58, -12.79, 64.66, 2.20, 0.28, 8.04
-0.84, -6.03, 67.99, 2.75, 1.34, 8.00
-0.37, 2.94, 71.59, 2.55, 2.23, 7.15
0.91, 11.80, 73.81, 1.29, 1.68, 9.28
0.85, 13.37, 73.22, 0.49, -0.00, 10.77
0.40, 9.65, 70.72, -0.14, -1.21, 11.62
-0.60, 4.12, 68.02, -0.18, -1.40, 11.59
-1.60, 0.51, 66.64, -0.06, -0.11, 10.04
-1.83, 1.50, 67.05, -0.03, 1.15, 8.72
-1.95, 4.85, 68.91, 0.14, 1.92, 8.79
-2.59, 7.18, 71.58, 0.48, 1.69, 9.40
-3.37, 4.58, 73.62, 0.42, -0.40, 10.81
-5.26, -3.28, 73.84, 0.31, -1.48, 11.49
-7.06, -11.87, 72.84, 0.01, -1.97, 11.68
-7.82, -15.88, 71.95, -0.03, -2.20, 10.99
-7.82, -19.37, 69.95, 0.22, -1.67, 9.79
-6.56, -17.65, 68.74, 0.93, -0.63, 8.44
-3.81, -10.86, 68.31, 1.56, -0.28, 7.19
0.40, -1.06, 67.97, 1.19, -0.18, 7.56
3.54, 7.81, 66.88, 0.62, -0.33, 8.51
4.96, 13.98, 65.06, -0.02, -0.66, 9.50
5.29, 16.25, 63.56, -0.07, 0.31, 9.75
4.90, 16.70, 63.10, -0.43, 1.20, 9.73
4.30, 15.09, 63.35, -0.06, 1.25, 10.14
3.25, 11.90, 64.31, 0.62, 0.30, 10.19
1.63, 7.84, 65.77, 0.15, 0.09, 10.58
-0.50, 3.49, 67.15, -0.34, 0.63, 10.32
-2.02, -0.19, 68.31, -0.37, 0.88, 9.80
-2.10, -4.35, 69.44, 0.40, 1.00, 9.90
-2.01, -6.34, 70.17, 0.64, 0.94, 9.74
-1.75, -8.42, 71.43, 0.41, 0.81, 9.49
-1.40, -6.63, 71.91, -0.03, 1.06, 8.70
-0.99, -1.99, 71.62, -0.18, 0.88, 9.00
-1.43, 1.70, 71.14, 0.27, 0.67, 9.45
-1.98, 3.76, 71.82, 0.41, 0.88, 9.59
-2.24, 3.88, 73.55, 0.17, 1.24, 10.19
-2.55, 0.98, 75.79, 0.15, 1.23, 10.70
-2.56, -4.25, 77.25, 0.02, 0.14, 11.35
-2.33, -10.66, 77.21, 0.04, -0.07, 11.02
-1.78, -14.14, 76.59, -0.07, 0.32, 10.55
-1.52, -12.88, 75.94, -0.08, 0.46, 8.81
-0.48, -6.32, 75.65, 0.31, 0.69, 9.37
0.02, -0.89, 75.88, 0.82, 0.48, 9.84
0.03, 1.37, 76.23, 0.95, 0.28, 9.91
0.20, 4.62, 77.07, 0.58, 0.36, 10.89
0.14, 4.04, 77.08, -0.81, 1.02, 11.32
-0.58, 1.23, 75.71, -0.91, 0.89, 11.21
-1.57, -0.75, 74.60, -0.07, 0.63, 11.12
-3.15, -1.40, 75.31, 0.64, 1.02, 10.23
-5.16, -1.31, 77.78, 1.79, 0.65, 10.36
-7.45, -2.42, 80.76, 1.37, -0.79, 11.13
-9.25, -5.45, 81.85, 0.33, -0.65, 10.79
-9.77, -8.75, 81.09, -0.37, 0.35, 9.33
-8.72, -9.61, 79.81, 0.18, 0.41, 9.02
-7.50, -8.82, 79.14, 2.01, 0.08, 8.89
-6.51, -5.18, 79.78, 2.16, -0.24, 8.68
-6.49, -0.44, 80.30, 2.18, -0.64, 8.38
-6.36, 2.42, 80.35, 1.94, -0.64, 8.23
-5.41, 7.39, 79.65, 0.63, -0.01, 8.37
-4.39, 10.17, 78.30, 0.48, 0.70, 8.61
-3.41, 11.82, 77.40, 0.48, 0.67, 9.18
-2.58, 12.15, 77.60, 0.40, 0.34, 9.76
-3.14, 11.12, 78.46, 0.54, -0.20, 9.87
-3.88, 8.70, 80.06, 0.80, -1.12, 10.02
-3.97, 3.80, 80.89, -0.09, -1.10, 10.92
-4.23, -4.63, 79.89, -0.46, -0.66, 10.17
-3.04, -10.35, 77.76, -0.37, -0.85, 9.35
-1.69, -11.02, 76.07, 0.37, -0.51, 8.49
0.73, -7.65, 75.78, 0.56, -0.13, 7.67
3.37, -2.98, 76.56, 1.62, -0.16, 8.20
5.39, 1.25, 78.28, 1.86, -0.66, 9.35
7.33, 1.79, 79.07, 0.47, -0.62, 10.03
8.01, 0.56, 78.79, 0.26, -0.58, 9.94
9.00, -0.64, 77.49, 0.03, -0.60, 9.88
8.99, 1.54, 76.13, -0.34, 0.31, 9.55
8.50, 4.79, 75.29, -0.15, 1.08, 8.84
7.69, 7.58, 75.29, 0.05, 1.45, 9.41
5.56, 8.71, 76.06, 0.69, 0.49, 10.49
2.50, 7.13, 77.46, 0.73, -0.31, 11.29
-0.94, 3.40, 78.96, -0.33, 0.89, 11.16
-4.33, 0.63, 80.39, -0.50, 1.66, 9.65
-5.84, -0.31, 81.58, -0.77, 1.18, 10.41
-7.26, -5.22, 82.54, -0.10, 0.33, 10.20
-7.86, -9.61, 83.50, 0.25, 0.21, 11.14
-8.51, -13.07, 84.35, 0.28, 0.09, 10.89
-7.85, -14.92, 84.01, -0.17, 0.09, 10.66
-6.81, -15.69, 82.06, -0.48, 0.24, 9.62
-6.00, -14.13, 80.72, -0.25, 0.44, 8.66
-3.42, -6.40, 79.12, 0.72, 0.54, 8.88
-1.56, 1.26, 79.15, 0.71, 0.35, 9.81
-1.53, 4.28, 79.63, 1.17, 0.00, 9.78
-1.07, 4.61, 80.51, 0.87, -0.71, 10.78
-0.95, 1.88, 80.84, 0.19, -0.01, 10.61
-1.36, -0.59, 81.54, 0.37, 0.99, 9.05
-0.61, 0.45, 83.27, 0.67, 0.97, 8.96
-0.08, 1.72, 85.33, 0.14, 0.92, 8.65
0.08, 1.01, 86.08, 0.25, 0.21, 9.51
-0.27, -0.85, 86.76, 0.57, -0.54, 9.71
-0.96, -2.17, 87.31, -0.29, 0.32, 10.21
-1.94, -5.13, 87.12, 0.04, 1.21, 9.44
-2.11, -4.20, 87.54, 0.17, 1.32, 8.93
-2.31, -1.53, 88.62, 0.58, 1.11, 8.93
-2.69, -1.28, 89.23, 1.00, 0.31, 9.19
-3.60, -3.27, 89.96, 1.08, -0.94, 10.48
-4.72, -7.56, 89.20, 1.11, -0.74, 11.10
-5.90, -9.87, 87.82, 0.53, -0.21, 9.13
-4.73, -5.92, 86.72, 0.10, 0.33, 8.83
-2.90, -0.97, 86.18, 0.23, 0.17, 9.26
-0.79, 3.00, 86.59, 1.24, -0.48, 8.91
1.99, 5.12, 87.54, 0.90, -1.12, 11.36
3.34, 1.00, 86.65, 0.65, -1.09, 12.36
4.46, -4.11, 84.10, 0.16, -1.26, 11.03
5.98, -2.81, 81.09, -0.20, -0.38, 9.49
7.34, 3.40, 79.22, 0.84, 0.94, 9.12
7.84, 8.38, 79.16, 1.42, 0.53, 9.79
6.81, 11.47, 79.97, 1.67, -0.07, 9.28
6.26, 13.80, 80.47, 1.03, 0.21, 10.04
3.94, 16.43, 81.02, -0.52, 0.61, 10.79
1.08, 15.79, 81.02, -0.68, 0.65, 9.85
-0.76, 15.76, 81.26, -0.95, 0.90, 9.80
