Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z
-6.62, -12.68, -0.60, -1.80, 0.34, 9.73
-5.03, -15.24, -0.78, -1.56, 0.20, 9.27
-3.69, -16.43, -1.75, -1.14, -0.21, 8.47
-0.95, -17.50, -5.13, -0.88, -0.58, 7.90
0.70, -17.08, -8.83, -0.69, -0.84, 8.72
1.48, -10.58, -16.63, -1.44, -1.93, 8.27
2.76, -3.01, -22.59, -0.72, -1.71, 7.62
7.25, 8.07, -28.39, -0.75, -0.92, 8.16
13.34, 15.30, -32.96, -2.37, 0.43, 9.06
16.28, 17.04, -37.30, -3.14, 0.77, 9.98
17.41, 11.70, -44.73, -2.73, -0.23, 11.16
15.65, 5.85, -49.52, -1.99, -0.14, 10.90
10.33, -2.62, -55.96, -1.34, 0.07, 11.99
6.28, -9.03, -59.08, -1.00, 0.78, 10.48
1.53, -13.40, -62.14, -0.91, 1.82, 10.04
-2.21, -12.54, -64.20, -0.48, 2.17, 9.69
-3.92, -11.62, -65.88, -0.26, 1.51, 9.91
-6.04, -12.43, -70.05, -0.67, 0.31, 11.04
-7.02, -13.14, -73.64, -0.23, 0.08, 10.29
-6.97, -7.45, -78.82, 0.24, 0.10, 10.01
-6.57, -0.30, -81.95, -0.74, 0.88, 10.05
-5.58, 4.79, -86.26, -1.31, 1.57, 10.43
-4.81, 2.62, -88.63, -1.36, 2.20, 9.97
-3.59, -5.52, -92.76, -0.55, 2.32, 10.10
-4.57, -11.71, -94.54, 0.23, 0.96, 10.08
-5.48, -14.60, -97.25, 0.62, 1.20, 9.75
-5.79, -12.97, -100.77, 1.53, 1.18, 8.36
-4.98, -1.98, -101.65, 1.69, 1.55, 8.04
-2.72, 15.59, -103.27, 0.17, 1.72, 8.89
-1.03, 22.77, -105.19, -0.88, 0.61, 9.72
1.00, 24.85, -109.02, -2.41, -0.34, 11.75
2.14, 19.42, -111.81, -2.58, 0.09, 12.65
4.25, 3.94, -115.18, -2.44, 0.68, 11.95
6.55, -11.31, -117.75, -1.39, 0.58, 10.79
6.73, -15.43, -118.89, -1.15, 0.54, 10.11
4.33, -14.09, -121.33, -1.28, 0.80, 9.22
2.01, -10.89, -123.89, -1.17, 0.86, 9.06
-1.43, -9.41, -129.01, -1.19, 1.20, 9.34
-4.46, -10.25, -133.15, -1.17, 1.83, 9.93
-9.23, -11.94, -139.11, 0.11, 2.11, 9.38
-11.53, -11.32, -141.41, 0.07, 1.57, 9.22
-14.18, -3.27, -142.08, 0.24, 0.11, 9.20
-13.94, 5.42, -140.42, 0.84, -0.62, 9.42
-11.51, 10.28, -139.79, -0.02, -0.24, 10.02
-5.33, 12.89, -142.64, -0.92, -0.75, 9.99
-0.89, 12.70, -145.61, -1.29, -0.72, 9.86
4.07, 12.96, -147.83, -0.49, -0.01, 8.63
7.00, 12.86, -147.30, -0.56, 0.82, 8.72
10.44, 9.34, -145.28, -0.68, 1.22, 9.60
11.25, 4.63, -142.23, -0.33, 0.11, 9.30
10.87, 3.75, -139.07, 0.54, -0.79, 8.99
8.71, 0.61, -132.30, 2.26, 0.36, 8.82
7.77, -3.48, -126.96, 2.05, 1.21, 8.40
6.55, -9.19, -120.83, 1.75, 1.29, 7.59
5.48, -6.87, -117.32, 1.59, 0.54, 7.25
3.72, 1.14, -111.69, 1.85, 1.43, 7.77
1.99, 5.84, -108.29, 1.86, 0.45, 7.92
0.18, 13.88, -104.82, 1.25, -0.57, 10.61
-2.08, 14.49, -102.44, 0.42, -0.22, 10.40
-1.53, 19.62, -99.61, 0.00, -0.27, 10.64
0.57, 25.86, -93.38, -0.87, -0.35, 12.64
2.06, 23.85, -90.44, -0.97, -0.70, 12.96
3.78, 20.39, -84.18, -0.52, -0.73, 12.57
4.66, 15.16, -79.25, 0.06, 0.21, 12.37
4.87, 4.59, -71.98, -0.64, 0.50, 12.29
2.63, -1.31, -64.90, 0.62, 0.48, 12.24
0.43, -5.69, -59.50, 0.54, 1.08, 11.77
-2.75, -9.28, -52.38, 0.03, 0.82, 10.86
-4.90, -11.11, -49.08, 0.21, 0.33, 10.52
-7.41, -14.26, -45.37, 0.71, 0.23, 9.97
-8.83, -15.25, -43.60, 0.50, 0.16, 9.79
-10.87, -15.21, -42.81, -0.01, 0.36, 9.06
-12.18, -10.72, -42.88, 0.88, 0.49, 8.39
-12.58, -6.62, -41.62, 1.15, 0.46, 8.22
-12.79, -1.14, -38.70, 1.08, 0.38, 8.50
-12.57, 1.05, -35.71, 0.99, -0.14, 8.74
-11.36, 1.23, -30.84, 1.22, -0.47, 8.48
-10.08, 1.29, -27.15, 1.35, -0.51, 8.78
-8.05, 0.01, -22.77, 0.71, -0.49, 9.11
-5.30, -1.58, -20.36, 0.62, -0.99, 8.08
-3.40, 1.04, -18.49, 1.06, -1.25, 8.36
-1.29, 5.09, -15.53, 0.38, -1.00, 8.68
0.82, 5.40, -14.33, 0.30, -0.78, 8.83
3.57, 4.33, -13.21, -0.11, -1.11, 9.34
5.26, 3.64, -12.83, -0.21, -0.95, 9.73
7.54, 4.03, -11.13, -0.24, -1.11, 9.69
8.61, 4.40, -9.93, -0.64, -1.09, 10.30
9.75, 2.58, -8.59, -0.53, -1.07, 10.23
9.77, -1.01, -6.94, 0.18, -0.42, 10.16
9.24, -2.17, -5.84, -0.04, 0.11, 10.43
7.53, -3.01, -5.47, 0.03, 0.54, 9.68
6.56, -2.43, -4.90, 0.37, 0.61, 9.87
4.79, 0.21, -3.47, 0.41, 0.53, 10.19
3.20, 1.75, -2.62, 0.18, 0.56, 10.46
1.56, 0.76, -1.85, 0.35, 0.56, 10.82
0.35, -2.74, -0.16, 1.17, 0.27, 10.04
-0.09, -2.50, 1.32, 0.89, 0.49, 10.09
-1.56, -0.17, 3.04, 0.72, 0.63, 9.24
-2.12, 1.69, 3.76, 0.30, 0.51, 10.24
-3.17, -0.47, 4.30, 0.74, 0.39, 10.35
-3.63, -3.20, 5.49, 1.40, 0.42, 10.10
-3.08, -4.71, 7.75, 1.13, 0.59, 9.88
-1.81, -4.02, 8.96, 0.36, -0.15, 9.59
-0.77, -1.87, 8.85, 0.58, -0.46, 8.88
0.27, 2.54, 8.77, 0.59, -0.59, 10.14
0.31, 3.30, 8.09, 0.45, -0.32, 10.15
-0.76, 6.16, 6.24, -0.36, 0.06, 9.93
-1.90, 8.32, 4.54, -0.54, 0.05, 9.87
-3.84, 9.55, 1.87, -0.75, -0.19, 10.37
-5.23, 8.84, 0.48, -0.94, -0.30, 10.89
-6.83, 5.29, -0.38, -1.11, -0.33, 11.04
-7.80, 0.92, -0.06, -1.24, -0.15, 11.24
-7.79, -1.99, 0.44, -1.18, 0.09, 10.86
-7.33, -5.97, 2.25, -0.41, 0.44, 10.36
-7.17, -6.73, 4.04, -0.07, 0.14, 10.06
-6.95, -7.45, 6.10, -0.18, -0.85, 10.58
-7.11, -9.15, 6.12, -0.11, -0.96, 9.75
-5.85, -8.48, 4.49, -0.21, -0.81, 8.81
-3.94, -3.24, 2.20, -0.45, -0.66, 8.68
-2.80, 0.27, 0.65, -0.19, -0.58, 8.63
-1.92, 2.51, -0.15, 0.10, -0.07, 8.44
-1.62, 3.26, 0.27, 0.34, 0.05, 8.64
-1.75, 2.20, 1.81, 0.11, -0.05, 9.45
-1.67, -0.40, 2.26, -0.22, -0.42, 9.71
-0.59, -5.29, 2.34, -0.10, -0.33, 10.16
1.37, -6.90, 2.08, 0.44, -0.36, 8.85
3.40, -4.39, 2.00, 0.89, -0.43, 8.47
5.07, 2.02, 1.89, 0.53, -0.31, 9.15
5.28, 5.30, 1.50, -0.20, -0.12, 10.19
4.65, 3.50, 0.66, 0.12, -0.01, 10.43
4.10, 1.42, 1.21, 0.55, 0.09, 10.45
2.88, -0.41, 2.43, 0.18, -0.17, 10.55
1.77, -1.46, 2.03, -0.28, -0.05, 10.93
0.08, -0.61, 0.24, 0.00, 0.02, 10.07
-1.34, 3.49, -0.05, -0.07, -0.01, 10.49
-2.56, 3.69, 0.14, -0.26, -0.31, 10.36
-4.00, 2.10, 0.75, 0.03, -0.30, 10.57
-5.37, 0.46, 0.87, -0.46, 0.02, 10.40
-7.19, 0.15, -0.88, -0.26, 0.07, 10.10
-8.23, 0.98, -2.07, -0.15, -0.24, 9.81
-8.67, 2.69, -3.07, -0.27, -0.31, 9.84
-7.39, 2.49, -3.06, -0.44, -0.13, 9.28
-5.97, 1.62, -3.22, -0.25, -0.24, 9.56
-4.19, -0.72, -2.69, -0.17, -0.36, 9.41
-3.46, -1.71, -2.01, -0.19, -0.45, 9.51
-2.63, -3.00, -0.88, 0.03, 0.06, 9.05
-1.45, -4.20, 0.00, 0.42, 0.25, 8.81
0.96, -5.12, 0.37, 0.63, -0.09, 9.21
2.53, -4.81, 0.12, 0.59, -0.31, 8.60
5.54, 1.56, -0.31, 0.56, -0.31, 8.37
7.55, 9.12, 0.03, 0.21, -0.21, 9.06
7.77, 9.77, 0.25, -0.05, -0.15, 9.00
7.61, 8.81, 0.31, -0.52, -0.58, 9.60
6.90, 6.26, -0.22, -0.81, -0.54, 9.79
5.40, 1.74, -1.30, -0.38, 0.25, 10.27
4.22, 0.41, -1.55, -0.49, 0.25, 10.12
3.54, -1.62, -1.10, -0.29, 0.85, 10.24
2.85, -1.66, 0.31, 0.06, 0.20, 10.45
1.98, -1.72, 1.03, -0.15, -0.01, 10.95
-0.22, -5.15, 1.47, 0.54, -0.64, 11.09
-1.05, -6.65, 1.75, 0.67, -0.78, 10.73
-0.92, -7.11, 1.56, 0.52, -0.03, 10.37
-0.08, -4.26, 1.03, 0.42, -0.19, 9.64
2.25, 3.55, 0.08, 0.41, -0.41, 9.69
3.93, 6.98, -0.37, 0.07, -0.36, 9.96
4.67, 8.70, -0.44, -0.37, -0.20, 10.01
4.62, 6.86, -0.64, -0.64, -0.08, 9.84
4.05, 4.63, -0.56, -0.60, -0.10, 9.59
2.59, 1.99, -0.14, -0.36, -0.08, 9.41
1.29, -0.81, 0.43, -0.36, 0.20, 9.58
-0.04, -4.85, 0.92, -0.56, 0.19, 9.45
0.23, -8.60, 0.57, -0.41, 0.46, 9.41
0.57, -9.38, 0.20, 0.23, 0.10, 9.25
1.09, -5.74, 0.87, 1.22, -0.08, 8.86
1.61, -2.46, 2.03, 1.44, -0.25, 8.94
3.75, 2.06, 2.93, 0.46, 0.23, 9.31
5.47, 3.31, 2.24, 0.16, 0.49, 9.68
8.03, 3.91, 0.95, -0.22, -0.21, 10.21
9.19, 3.29, 0.66, 0.17, -0.16, 10.43
8.73, 2.21, 1.66, -0.25, 0.20, 10.61
7.28, 2.09, 2.40, -0.23, 0.28, 10.00
5.73, 1.28, 3.00, 0.01, 0.43, 10.56
2.01, -0.63, 2.41, -0.62, 0.86, 10.80
-0.31, -2.58, 0.78, -0.39, 0.86, 10.42
-2.94, -3.09, -1.61, -0.31, 0.56, 10.29
-3.96, -1.60, -3.00, -0.37, 0.55, 9.69
-3.41, 1.02, -4.91, -0.14, 0.17, 9.25
-2.24, 3.91, -6.13, -1.06, -0.05, 9.87
0.18, 4.31, -10.47, -1.85, -0.66, 9.32
5.78, 2.20, -16.47, -2.70, -0.21, 9.11
9.60, 1.11, -21.44, -2.97, 0.37, 9.68
13.40, -1.12, -29.50, -3.02, 0.04, 10.25
13.66, -1.05, -34.86, -3.10, 0.17, 10.45
10.72, 1.81, -40.52, -2.81, 0.71, 10.13
7.61, 4.43, -43.14, -2.44, 1.19, 9.76
3.21, 1.39, -45.66, -1.43, 1.55, 11.17
-1.68, -12.24, -49.45, -1.60, 1.32, 11.33
-4.88, -20.66, -53.22, -1.51, 0.59, 11.22
-10.06, -24.88, -58.52, -1.23, -0.11, 8.40
-10.96, -18.50, -60.57, -1.24, 0.42, 8.21
-10.41, -9.56, -62.93, -1.31, 0.64, 8.51
-8.82, -5.19, -64.77, -1.48, -0.55, 9.13
-6.14, -3.10, -67.44, -0.88, -0.97, 9.87
-4.05, -6.93, -68.53, -1.05, 0.17, 9.64
0.23, -13.25, -70.21, -0.68, 1.57, 9.51
4.71, -17.35, -73.72, -0.92, 1.78, 10.24
5.77, -17.29, -76.64, -0.15, 0.59, 8.96
6.94, -10.04, -78.48, 1.64, -0.41, 10.09
6.94, -8.62, -78.72, 1.36, 0.80, 10.06
9.11, -6.95, -80.66, 1.48, 1.69, 8.15
11.86, -0.81, -82.12, 0.73, 1.96, 8.73
14.60, 7.69, -83.04, 1.23, 1.41, 8.72
16.14, 9.77, -82.66, 0.06, 1.06, 9.54
15.70, 4.97, -84.02, -0.43, 0.53, 9.74
15.22, -1.01, -86.07, -0.45, 0.94, 9.08
14.54, -4.58, -88.47, 0.18, 1.46, 9.07
11.76, -6.17, -92.96, -0.12, 0.67, 8.42
9.48, -2.86, -96.25, 0.11, 1.03, 8.90
5.46, 1.75, -101.43, 0.14, 1.73, 9.02
3.52, 7.23, -103.16, 0.70, 1.59, 8.51
1.84, 13.82, -103.00, -0.50, 1.48, 11.31
0.25, 11.83, -104.39, -2.06, 1.51, 12.01
-1.46, 3.72, -110.28, -2.56, 0.07, 12.38
-4.34, -0.45, -115.12, -2.28, 0.46, 12.61
-6.81, -3.81, -117.99, -1.70, 0.47, 12.07
-8.62, -6.20, -121.89, -0.85, 0.42, 10.80
-9.27, -5.26, -123.28, -0.74, 0.59, 10.25
-8.00, 0.48, -125.02, -0.85, 0.19, 9.62
-5.97, 5.36, -127.62, -1.56, 0.61, 10.43
-3.88, 7.19, -133.46, -1.37, 0.06, 9.79
-2.45, 9.08, -136.89, -1.33, 0.15, 10.03
-2.73, 9.23, -138.15, -1.86, 0.41, 10.48
-2.48, 6.23, -139.17, -2.42, 0.67, 10.67
-1.52, 2.44, -139.27, -2.35, 0.96, 10.87
0.44, -6.77, -138.21, -0.92, 1.43, 9.74
1.62, -13.77, -137.08, -0.67, 0.98, 9.47
2.11, -19.54, -137.77, -0.20, 0.86, 8.71
1.14, -20.55, -140.03, -0.07, 1.41, 7.68
0.98, -15.93, -142.12, 0.42, 1.14, 7.11
0.71, -3.43, -145.25, 1.09, 0.57, 7.02
0.50, 5.00, -147.51, 0.09, 0.46, 8.70
-0.76, 12.30, -153.37, -1.39, -0.28, 9.05
-0.57, 14.25, -156.81, -0.73, -0.21, 10.13
-0.43, 8.78, -159.28, -1.32, 1.12, 11.91
0.76, 0.20, -161.03, -1.16, 0.72, 11.28
2.16, -2.36, -161.00, -1.05, 0.82, 11.22
3.73, -2.30, -159.30, -0.75, 0.80, 11.43
4.06, -2.37, -157.75, -0.43, 0.00, 11.24
3.11, -6.36, -158.21, -1.16, 1.07, 11.43
1.05, -9.11, -160.51, -1.02, 0.91, 10.44
-2.45, -7.77, -164.07, -0.20, -0.63, 9.19
-4.22, -5.74, -166.09, -0.71, 0.01, 9.90
-5.23, -4.13, -169.31, -0.78, 1.20, 8.57
-4.30, -0.02, -171.84, 0.00, 0.38, 7.60
-3.50, 6.55, -172.71, -0.29, -0.05, 7.81
-3.36, 11.69, -173.58, -0.66, -0.20, 7.91
-2.70, 11.04, -175.25, -1.57, 0.08, 9.27
-1.72, 5.26, -178.48, -1.39, 0.52, 9.11
-0.55, 2.91, -178.99, -1.16, 0.51, 9.20
1.44, 3.30, -176.51, -0.14, 0.11, 9.85
2.19, 0.24, -171.07, 2.00, -0.04, 9.72
2.31, -3.18, -167.97, 0.94, 0.59, 10.54
0.27, -3.20, -165.82, 0.67, -0.14, 9.77
-1.01, 1.88, -163.57, 0.63, -0.49, 10.20
-1.99, 4.40, -158.29, 0.83, 0.57, 9.94
-0.47, 5.27, -153.83, 1.48, 1.11, 9.26
1.76, 5.52, -145.34, 2.75, 0.29, 9.59
1.54, 8.27, -138.98, 2.61, -0.42, 9.27
0.53, 16.33, -129.20, 1.63, 0.09, 10.58
0.49, 21.52, -118.74, 0.92, 1.46, 9.94
3.20, 24.25, -110.99, 1.35, 2.32, 10.35
8.78, 20.79, -96.53, 2.97, 2.51, 10.11
13.69, 14.25, -85.36, 3.73, 2.48, 9.28
20.39, 5.84, -67.05, 3.85, 2.28, 7.52
22.16, 7.81, -56.05, 3.11, 1.63, 9.03
19.63, 11.60, -43.37, 2.08, 2.47, 10.71
16.56, 9.37, -37.41, 1.37, 3.83, 11.08
13.57, -1.08, -30.30, 1.40, 5.05, 9.32
14.00, -10.04, -23.95, 1.06, 4.04, 10.34
11.73, -13.38, -19.88, 1.66, 2.52, 10.45
8.05, -13.21, -12.49, 2.60, 2.67, 10.42
5.49, -12.77, -7.35, 3.00, 2.69, 10.14
2.44, -8.87, 0.90, 3.51, 2.91, 9.47
1.16, -5.73, 5.99, 3.08, 3.50, 9.47
0.68, -0.62, 12.81, 2.18, 3.42, 9.43
1.21, 4.91, 18.44, 1.20, 3.12, 9.89
1.69, 7.88, 21.96, 1.13, 2.91, 9.95
2.23, 11.44, 28.07, 0.92, 3.05, 10.57
1.43, 12.18, 32.71, 1.04, 3.26, 10.72
-0.24, 12.08, 40.78, 1.16, 3.39, 10.54
-1.93, 11.30, 46.39, 0.99, 3.25, 10.63
-5.31, 8.27, 54.12, 0.52, 2.99, 10.79
-7.92, 5.45, 58.38, 0.42, 2.42, 11.39
-12.67, -1.20, 63.00, -0.29, 2.25, 11.64
-15.34, -5.70, 65.73, -0.07, 2.66, 11.19
-17.95, -7.50, 71.66, 1.03, 1.35, 10.62
-19.24, -10.19, 78.45, 0.72, 0.61, 10.64
-19.00, -10.81, 81.95, 0.54, 0.93, 9.78
-16.33, -9.07, 86.70, 1.12, 0.87, 9.03
-13.40, -8.27, 89.91, 1.08, 0.73, 8.82
-8.96, -5.54, 94.08, 0.94, 0.49, 8.82
-6.47, -3.59, 96.21, 0.67, 0.97, 8.11
-3.08, 1.13, 99.27, 0.90, 1.22, 7.83
-0.63, 2.84, 101.97, 0.68, 0.90, 8.69
0.41, 0.48, 103.03, 0.39, 0.61, 9.34
1.53, -3.56, 104.56, 0.83, 1.04, 8.73
2.54, -2.15, 106.45, 0.96, 1.75, 8.29
2.94, 3.77, 110.15, 1.07, 2.22, 8.25
2.55, 7.76, 112.64, 1.29, 1.48, 8.81
0.57, 10.40, 116.22, 0.69, 1.51, 9.39
-0.02, 9.93, 118.19, -0.25, 1.50, 10.23
-1.31, 4.02, 120.64, -0.12, 0.83, 10.89
-0.81, -4.15, 122.99, -0.02, 0.54, 11.52
-0.43, -7.32, 124.59, -0.11, 0.74, 10.58
0.67, -2.04, 127.51, -0.32, 0.79, 9.47
0.88, 4.45, 129.14, -0.39, 0.37, 9.98
-0.09, 11.46, 130.07, -1.91, -0.38, 11.64
-2.24, 12.92, 128.70, -3.11, -0.73, 11.96
-6.14, 11.08, 123.95, -3.57, -0.87, 12.35
-8.36, 5.51, 119.61, -3.33, -1.61, 13.01
-11.92, -7.18, 112.07, -3.20, -2.56, 12.78
-14.43, -13.85, 106.86, -3.02, -2.38, 11.91
-17.59, -14.24, 100.59, -2.66, -2.33, 10.98
-19.81, -12.80, 95.56, -1.51, -1.91, 10.74
-20.43, -14.65, 92.62, -1.53, -2.27, 10.91
-21.40, -19.31, 87.04, -1.10, -3.21, 9.81
-21.75, -21.52, 83.56, -0.77, -3.80, 8.93
-21.80, -22.56, 77.01, -0.48, -4.50, 8.46
-20.93, -21.53, 68.86, -0.66, -5.03, 8.00
-18.69, -19.91, 61.82, -0.74, -5.21, 7.41
-12.76, -13.51, 50.00, -0.75, -5.85, 6.69
-8.03, -6.40, 42.18, -0.37, -6.35, 6.49
-1.85, 4.44, 33.29, 0.21, -5.15, 6.82
2.15, 7.84, 29.02, 0.15, -3.79, 7.34
7.30, 7.66, 24.17, 0.21, -3.45, 7.03
10.20, 7.57, 21.74, -0.10, -3.83, 7.72
11.92, 9.32, 18.42, -0.78, -4.22, 8.27
12.55, 10.51, 14.72, -1.18, -3.65, 9.44
13.28, 8.90, 12.56, -1.16, -3.22, 9.51
15.21, 7.06, 10.06, -1.36, -2.57, 10.08
16.40, 6.52, 9.01, -1.58, -2.15, 9.82
17.56, 7.01, 7.60, -1.45, -1.69, 10.00
17.61, 6.77, 7.01, -1.40, -1.20, 10.62
16.39, 5.10, 5.21, -1.37, -0.89, 10.91
13.81, 5.68, 3.13, -1.41, -0.35, 10.87
11.63, 6.78, 1.88, -1.39, -0.04, 10.87
7.80, 9.36, 0.68, -1.50, 0.12, 11.00
4.91, 9.74, -0.33, -1.60, 0.03, 11.25
-0.11, 6.01, -3.01, -1.74, -0.07, 12.23
-3.30, 0.14, -5.29, -1.66, -0.09, 11.89
-7.04, -6.49, -8.12, -1.22, -0.35, 11.52
-8.98, -9.24, -8.94, -0.88, -0.30, 10.78
-9.87, -11.37, -9.51, -0.60, -0.60, 10.51
-9.23, -13.82, -11.25, -0.10, -0.24, 9.23
-7.44, -13.02, -12.25, 0.38, -0.28, 8.59
-3.40, -7.45, -12.79, 0.76, -0.83, 8.13
-0.51, -3.57, -13.32, 0.40, -1.02, 7.71
4.30, 1.94, -16.15, -0.45, -0.84, 8.37
7.04, 4.26, -19.32, -0.70, -0.96, 7.46
12.04, 7.77, -25.10, -1.66, -1.11, 8.36
15.14, 6.97, -29.34, -1.79, -0.94, 8.94
19.81, 2.83, -36.09, -2.87, -0.39, 9.88
22.03, -0.92, -40.56, -2.06, 0.26, 10.13
23.74, -4.37, -44.80, -1.60, 0.16, 9.67
21.66, -4.12, -50.02, -1.99, 0.32, 10.55
18.71, -4.38, -54.31, -2.05, 0.54, 10.44
14.26, -7.29, -60.39, -1.00, 1.22, 10.06
11.77, -6.68, -62.55, -0.65, 1.18, 10.09
7.77, -5.42, -64.84, -0.98, 1.08, 11.31
4.73, -8.34, -68.44, -1.28, 0.59, 11.41
0.95, -11.92, -74.54, -0.69, 0.39, 10.90
-1.24, -11.40, -77.32, -0.46, 0.84, 10.16
-2.30, -8.42, -80.67, -0.88, 1.40, 10.99
-1.57, -9.61, -85.21, -0.62, 1.35, 11.91
-1.45, -11.76, -88.17, -0.51, 0.55, 10.98
-2.17, -11.00, -94.24, 0.03, 0.77, 10.84
-4.10, -8.99, -96.72, 0.01, 1.11, 10.33
-7.61, -4.41, -102.46, 0.33, 1.57, 10.04
-10.31, -1.36, -104.89, 0.42, 1.66, 9.90
-13.69, 2.38, -106.25, 0.87, 1.55, 9.81
-15.08, 3.65, -105.74, 1.04, 1.20, 10.24
-17.84, 3.70, -103.16, 1.31, 0.06, 10.10
-19.47, 4.22, -99.39, 1.35, 0.21, 9.50
-19.72, 4.48, -97.04, 1.25, 0.28, 8.34
-18.08, 6.91, -92.02, 1.34, 0.04, 9.28
-16.82, 5.81, -89.44, 1.63, 0.11, 8.19
-11.97, 5.13, -82.75, 2.15, 0.36, 8.31
-8.64, 4.54, -78.19, 2.01, 0.26, 8.13
-3.60, 6.44, -71.10, 1.83, -0.21, 8.37
-0.97, 9.77, -66.28, 1.60, -0.42, 7.98
2.40, 17.30, -58.95, 1.06, -0.51, 9.10
3.81, 21.67, -51.84, 0.09, 0.06, 9.64
4.55, 22.67, -47.92, -0.16, 0.26, 9.88
4.75, 19.99, -41.95, 0.09, 0.20, 11.25
3.92, 15.15, -37.63, -0.13, 0.16, 11.64
2.24, 7.68, -30.87, -0.02, -0.01, 11.51
1.26, 3.06, -26.02, 0.43, 0.19, 10.92
0.27, -2.99, -18.31, 0.51, 0.13, 11.17
-0.81, -5.99, -13.85, 0.48, -0.27, 10.60
-2.20, -8.09, -8.72, 0.60, -0.63, 10.55
-3.74, -7.75, -5.48, 0.18, -0.81, 10.08
-4.46, -6.68, -4.45, -0.09, -0.94, 10.20
-5.58, -7.61, -4.53, 0.16, -1.21, 9.72
-5.97, -9.03, -4.72, 0.58, -1.44, 9.56
-6.02, -10.83, -4.64, 0.94, -1.62, 8.83
-5.78, -10.98, -4.47, 1.10, -1.51, 8.21
-4.04, -5.83, -3.00, 1.52, -0.95, 7.34
-2.30, -0.76, -1.54, 1.33, -1.21, 7.09
0.58, 6.87, -0.05, 0.91, -1.00, 7.30
2.62, 10.50, 0.90, 0.44, -0.87, 8.00
5.42, 12.66, 2.71, -0.44, -0.65, 9.23
7.73, 10.84, 5.07, -0.77, -0.39, 9.88
8.91, 7.94, 7.00, -1.07, -0.05, 10.49
10.25, 1.01, 10.09, -1.32, 0.00, 10.71
10.47, -5.21, 11.20, -1.31, -0.32, 11.09
9.74, -16.33, 11.76, -0.34, -0.97, 11.29
8.82, -23.05, 11.78, 0.26, -0.95, 10.89
7.93, -28.30, 11.43, 0.80, -0.75, 9.59
7.93, -26.39, 10.48, 0.61, -0.33, 8.74
7.54, -14.92, 7.30, 0.22, -0.10, 8.84
6.83, -0.43, 2.58, 0.42, -0.29, 9.26
6.33, 5.68, -0.90, 0.36, -0.65, 9.75
5.12, 10.08, -4.38, -0.16, -0.03, 10.59
4.39, 10.81, -5.75, -0.21, 0.55, 11.02
3.20, 9.22, -5.87, -0.23, 1.10, 10.93
2.14, 7.38, -5.11, -0.32, 1.33, 11.16
0.06, 4.25, -3.07, -0.38, 1.41, 11.57
-1.79, 1.53, -1.54, -0.54, 1.37, 11.42
-4.43, -2.31, 0.57, -0.74, 1.52, 11.49
-7.21, -7.12, 2.24, -0.94, 1.11, 11.36
-8.83, -9.93, 3.05, -0.91, 0.82, 11.05
-10.93, -13.56, 4.88, 0.09, 0.06, 10.81
-11.80, -15.59, 6.27, 0.27, -0.48, 10.43
-11.25, -17.56, 6.49, 0.70, -0.63, 9.41
-9.32, -15.66, 6.06, 1.10, -0.70, 8.34
-5.87, -5.82, 4.21, 1.03, -1.04, 7.68
-3.80, 3.22, 2.30, 0.91, -1.09, 7.83
-1.14, 11.65, -0.85, 0.51, -1.27, 8.61
0.25, 13.15, -2.78, 0.17, -1.44, 8.80
0.63, 11.57, -3.60, 0.42, -1.36, 8.79
0.24, 9.45, -3.56, 0.34, -1.18, 8.42
-0.37, 8.61, -3.49, 0.39, -1.02, 8.02
-1.14, 6.70, -3.64, -0.22, -0.84, 8.57
-1.73, 4.60, -3.75, -0.10, -0.61, 8.67
-1.43, 2.55, -3.40, -0.43, -0.70, 9.21
-1.09, 0.77, -2.91, -0.70, -0.45, 9.47
0.67, -1.72, -2.31, -0.78, -0.11, 9.81
2.27, -3.21, -1.45, -0.83, -0.39, 10.08
4.81, -5.88, 0.38, -0.02, -0.37, 10.53
7.45, -7.48, 2.23, -0.35, -0.55, 10.28
9.20, -7.10, 1.48, -0.49, -0.68, 9.89
12.33, -2.76, -2.27, -0.57, -0.71, 8.82
14.61, 1.79, -6.15, -0.44, -0.81, 9.05
16.88, 8.61, -13.99, -1.98, -1.10, 9.95
18.14, 11.22, -20.40, -2.34, -1.34, 9.56
20.20, 14.31, -26.99, -1.54, -0.73, 9.25
20.22, 15.39, -30.80, -2.38, 0.32, 9.39
19.78, 13.89, -33.63, -2.74, 0.84, 9.39
17.92, 9.61, -39.45, -3.23, 1.28, 10.63
14.55, 4.39, -44.49, -3.01, 1.25, 11.01
8.78, -6.81, -52.02, -1.40, 0.65, 9.27
4.73, -10.10, -56.24, -1.62, 0.64, 9.77
-2.25, -11.96, -61.52, -1.56, 1.47, 9.78
-5.74, -10.70, -63.07, -1.29, 1.07, 10.13
-6.10, -10.74, -62.74, -0.46, 1.26, 10.13
-3.20, -10.50, -63.16, -1.02, 1.05, 11.27
0.61, -9.99, -65.48, -1.05, 0.46, 10.90
7.48, -6.52, -72.06, -1.17, 0.35, 10.55
9.45, -1.25, -76.56, -0.54, 0.11, 9.87
10.11, 9.35, -80.07, -0.38, 0.82, 10.71
8.30, 9.31, -81.39, -1.15, 1.27, 10.58
5.86, 2.55, -83.95, -1.44, 3.09, 12.40
2.62, -9.74, -87.43, -0.49, 3.72, 12.48
